area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,servicesAvailed_years,day_rate,eve_rate,night_rate,intl_rate
510,0,0,0,190.9,62,226.6,53,230.1,96,7.8,3,2,0,9.0,0.16998428496595078,0.08499558693733451,0.044980443285528034,0.2705128205128205
415,0,0,0,317.8,60,152.9,100,123.4,63,10.4,7,1,1,13.0,0.17001258653241033,0.08502289077828645,0.04497568881685575,0.2701923076923077
415,0,0,0,312.0,112,180.0,109,168.6,94,12.8,4,1,1,10.0,0.16999999999999998,0.085,0.04501779359430605,0.27031249999999996
415,0,0,0,146.0,121,203.0,141,151.8,120,13.3,2,1,0,8.0,0.17,0.08502463054187193,0.04499341238471673,0.2699248120300752
415,0,0,0,131.6,95,179.3,109,251.2,129,15.5,3,1,1,11.0,0.16998480243161096,0.08499721137757947,0.04498407643312102,0.2703225806451613
415,0,1,33,193.4,105,231.6,79,226.2,90,11.1,11,2,0,5.0,0.17001034126163392,0.08501727115716753,0.045004420866489835,0.2702702702702703
510,0,0,0,185.1,92,213.0,85,196.1,85,8.5,5,2,0,13.0,0.1700162074554295,0.08502347417840375,0.044977052524222336,0.27058823529411763
510,0,0,0,193.3,106,169.0,150,225.2,122,11.8,4,0,0,16.0,0.1699948266942576,0.08502958579881656,0.0449822380106572,0.2703389830508474
415,0,0,0,146.4,107,196.5,99,230.1,106,7.8,2,1,0,6.0,0.17001366120218578,0.08498727735368956,0.044980443285528034,0.2705128205128205
510,0,0,0,71.2,90,304.4,119,183.3,103,8.6,4,0,0,13.0,0.1699438202247191,0.0849868593955322,0.045008183306055646,0.2697674418604651
415,0,0,0,123.2,104,190.0,117,170.3,95,12.9,5,4,1,10.0,0.16996753246753246,0.08499999999999999,0.044979448032883146,0.2697674418604651
510,0,0,0,205.0,90,140.9,114,272.6,96,7.5,4,2,0,10.0,0.17,0.08502484031227821,0.04501100513573,0.27066666666666667
415,0,0,0,128.7,78,240.8,133,237.7,121,12.8,6,1,0,5.0,0.17000777000777,0.08500830564784052,0.04501472444257467,0.27031249999999996
510,0,0,0,216.9,78,211.0,115,179.8,116,11.4,5,3,0,5.0,0.16998616874135544,0.08502369668246446,0.0449944382647386,0.27017543859649124
510,0,0,0,150.0,122,218.5,116,212.4,89,9.8,1,3,0,8.0,0.17,0.08498855835240275,0.045009416195856876,0.2704081632653061
415,0,0,0,164.1,106,206.0,56,194.7,124,11.4,2,1,0,4.0,0.170018281535649,0.085,0.04499229583975347,0.27017543859649124
510,0,0,0,212.0,113,226.6,128,193.6,114,8.9,7,3,0,9.0,0.16999999999999998,0.08499558693733451,0.04498966942148761,0.2696629213483146
510,0,1,37,167.3,99,194.7,99,236.7,112,12.0,9,2,0,4.0,0.169994022713688,0.08500256805341552,0.0449936628643853,0.27
415,0,0,0,154.4,130,217.2,101,185.4,52,13.9,4,1,0,8.0,0.17001295336787564,0.08499079189686926,0.04498381877022654,0.2697841726618705
510,0,1,30,177.3,95,211.8,102,240.2,108,9.3,7,3,0,11.0,0.16999435984207556,0.08498583569405099,0.04500416319733556,0.2698924731182795
408,0,0,0,231.2,141,267.8,136,240.3,100,8.8,5,1,1,10.0,0.1699826989619377,0.08498879761015683,0.044985434873075325,0.27045454545454545
415,0,0,0,202.9,100,178.6,46,203.8,116,12.8,3,5,0,14.0,0.16998521439132577,0.08499440089585666,0.04499509322865554,0.27031249999999996
408,0,0,0,149.6,120,200.7,85,181.2,107,14.3,9,0,0,8.0,0.16998663101604278,0.08500249128051819,0.04497792494481237,0.2699300699300699
510,1,0,0,345.3,81,203.4,106,217.5,107,11.8,8,1,1,10.0,0.16999710396756443,0.08500491642084562,0.04501149425287356,0.2703389830508474
408,0,0,0,264.9,80,281.2,66,166.1,80,8.4,4,1,1,2.0,0.16998867497168746,0.08499288762446656,0.04497290788681517,0.2702380952380952
408,0,0,0,122.0,92,138.3,114,224.2,128,5.8,5,1,0,6.0,0.16999999999999998,0.08503253796095443,0.045004460303300624,0.27068965517241383
415,0,0,0,177.2,88,270.4,99,231.5,90,14.0,2,2,0,10.0,0.16997742663656887,0.08498520710059172,0.04501079913606911,0.26999999999999996
415,0,0,0,133.1,80,206.5,120,221.6,96,10.3,8,1,0,16.0,0.17002253944402704,0.08498789346246974,0.04499097472924188,0.2699029126213592
510,0,0,0,225.1,90,279.5,127,233.8,103,8.8,4,0,1,8.0,0.17001332741004,0.08500894454382828,0.04499572284003421,0.27045454545454545
408,0,0,0,208.4,120,174.4,99,310.7,105,11.2,4,1,0,12.0,0.1700095969289827,0.08497706422018349,0.04499517219182492,0.2696428571428572
408,0,1,30,173.1,107,247.2,101,158.7,104,11.5,5,1,0,7.0,0.17001733102253033,0.08499190938511328,0.04499054820415879,0.27043478260869563
510,1,0,0,162.4,131,167.0,102,128.9,118,11.4,2,2,1,7.0,0.17001231527093594,0.08502994011976048,0.044996121024049644,0.27017543859649124
415,0,1,13,281.2,93,178.2,101,244.2,129,6.4,5,2,0,6.0,0.16998577524893313,0.08501683501683502,0.04500409500409501,0.27031249999999996
415,0,0,0,208.3,89,169.4,67,102.0,90,15.9,4,3,0,9.0,0.1699951992318771,0.08500590318772137,0.045,0.269811320754717
415,0,1,38,243.4,126,273.8,109,282.9,91,14.1,8,2,0,12.0,0.17000821692686935,0.0849890430971512,0.044998232591021564,0.2702127659574468
415,0,0,0,224.2,89,314.9,121,182.9,121,16.1,3,1,1,12.0,0.1699821587867975,0.08501111463956812,0.044997266265718976,0.27018633540372666
415,0,0,0,189.3,100,239.3,107,89.7,89,9.9,3,3,0,8.0,0.1699947173798204,0.08499791057250312,0.04503901895206243,0.26969696969696966
408,0,1,46,168.3,124,270.9,103,222.5,98,6.7,2,4,0,7.0,0.16999405822935232,0.08501291989664084,0.04498876404494382,0.2701492537313433
415,0,1,24,232.9,90,152.1,94,344.3,82,10.7,6,1,0,10.0,0.16998711893516533,0.08500986193293886,0.04498983444670346,0.27009345794392525
415,0,1,37,155.0,98,142.4,105,143.7,117,5.9,4,1,0,6.0,0.17,0.08497191011235955,0.04502435629784273,0.2694915254237288
510,0,0,0,154.4,130,203.8,90,158.7,59,11.8,3,0,0,11.0,0.17001295336787564,0.08498527968596663,0.04499054820415879,0.2703389830508474
510,0,0,0,234.7,102,195.7,110,253.4,71,8.4,8,2,0,6.0,0.170004260758415,0.08497700562084824,0.04498816101026046,0.2702380952380952
415,0,0,0,240.0,88,141.0,117,128.9,137,7.1,9,1,0,4.0,0.16999999999999998,0.0850354609929078,0.044996121024049644,0.27042253521126763
415,1,0,0,298.4,78,270.5,142,107.3,84,12.2,2,0,1,10.0,0.17000670241286864,0.08499075785582255,0.04501397949673812,0.269672131147541
415,0,0,0,166.0,102,236.1,97,134.3,93,10.9,4,1,0,8.0,0.16999999999999998,0.08500635324015249,0.04497393894266567,0.2697247706422018
415,0,1,33,111.6,140,213.3,111,267.6,115,16.0,3,0,0,14.0,0.1699820788530466,0.08499765588373183,0.044992526158445435,0.27
415,0,0,0,174.5,98,180.2,103,179.0,89,10.7,2,2,0,5.0,0.17002865329512895,0.08501664816870146,0.04502793296089386,0.27009345794392525
510,1,1,27,175.5,137,210.6,60,294.8,121,6.9,5,1,0,10.0,0.17002849002849002,0.08499525166191832,0.0450135685210312,0.26956521739130435
408,1,1,35,157.5,109,189.6,67,227.0,76,11.1,2,3,1,12.0,0.17003174603174603,0.08502109704641352,0.045022026431718064,0.2702702702702703
415,0,0,0,206.2,113,176.4,102,297.1,119,11.0,7,1,0,10.0,0.16998060135790494,0.08497732426303854,0.0450016829350387,0.27
415,0,1,35,207.5,138,201.0,116,164.5,107,7.5,16,4,0,7.0,0.17002409638554217,0.08502487562189055,0.044984802431610946,0.27066666666666667
510,0,1,16,144.8,105,206.2,111,255.4,117,11.6,2,4,0,7.0,0.17002762430939225,0.0850145489815713,0.044988253719655445,0.26982758620689656
415,0,0,0,258.8,85,129.5,114,193.6,106,10.9,7,2,0,11.0,0.17001545595054096,0.08501930501930502,0.04498966942148761,0.2697247706422018
415,0,0,0,226.9,106,182.2,77,203.9,107,11.6,2,0,1,9.0,0.16998677831643896,0.08501646542261251,0.04502206964198136,0.26982758620689656
408,0,0,0,152.9,119,171.2,107,257.0,106,12.0,5,2,0,7.0,0.1699803793328973,0.08498831775700935,0.04501945525291829,0.27
408,0,1,27,156.7,51,236.5,118,123.2,111,12.6,6,2,0,8.0,0.17000638162093173,0.0849894291754757,0.04496753246753247,0.2698412698412698
408,0,0,0,150.8,85,295.9,88,247.2,104,12.5,1,1,0,7.0,0.170026525198939,0.08499493071983778,0.04498381877022654,0.2704
415,0,0,0,221.0,126,204.5,110,118.0,98,6.8,3,4,0,3.0,0.17,0.08498777506112469,0.045,0.2705882352941177
415,0,1,32,322.4,92,283.2,107,209.5,111,6.7,3,1,1,12.0,0.17000620347394543,0.08499293785310735,0.04501193317422434,0.2701492537313433
408,0,0,0,153.6,148,262.1,87,225.5,99,9.8,3,2,0,12.0,0.16998697916666666,0.08500572300648607,0.04501108647450111,0.2704081632653061
408,0,1,22,215.1,91,138.9,102,146.2,109,12.4,2,2,0,14.0,0.17001394700139472,0.08502519798416126,0.045006839945280444,0.2701612903225806
415,0,1,35,174.4,108,196.7,100,127.4,74,11.8,3,1,0,7.0,0.17001146788990823,0.08500254194204372,0.044976452119309264,0.2703389830508474
415,0,0,0,180.5,126,230.0,98,232.5,73,10.6,3,0,0,5.0,0.17002770083102495,0.085,0.04498924731182796,0.269811320754717
415,0,0,0,123.1,106,182.0,102,244.6,75,12.6,7,2,0,8.0,0.17002437043054427,0.085,0.04501226492232216,0.2698412698412698
510,0,0,0,165.7,94,257.4,80,170.8,114,10.0,4,1,0,6.0,0.17000603500301753,0.085003885003885,0.04502341920374707,0.27
408,0,0,0,200.2,92,118.7,87,236.6,65,6.0,6,2,0,9.0,0.16998001998002,0.08500421229991575,0.045012679628064246,0.27
510,0,0,0,154.8,82,287.7,109,208.4,80,5.9,9,3,0,9.0,0.17002583979328165,0.08498435870698645,0.04500959692898273,0.2694915254237288
510,0,0,0,125.4,116,261.5,95,241.6,104,11.4,9,2,0,9.0,0.17001594896331737,0.0850095602294455,0.04499172185430463,0.27017543859649124
415,0,1,33,184.2,111,312.6,89,264.0,55,12.2,4,1,0,5.0,0.1699782844733985,0.08499680102367242,0.045000000000000005,0.269672131147541
415,0,1,24,274.7,99,193.5,118,299.6,109,10.8,3,3,0,9.0,0.17000364033491083,0.08501291989664082,0.04499332443257677,0.27037037037037037
415,1,1,39,142.0,140,241.6,89,302.0,72,11.3,5,1,0,6.0,0.17,0.08501655629139072,0.045,0.26991150442477874
408,1,1,21,151.5,99,147.8,89,210.4,114,10.0,4,1,0,5.0,0.17003300330033005,0.08497970230040595,0.045009505703422055,0.27
415,0,0,0,124.8,114,133.0,121,160.3,85,10.6,7,3,0,6.0,0.1700320512820513,0.08503759398496241,0.044978165938864625,0.269811320754717
415,0,0,0,179.2,85,222.9,66,188.2,113,12.4,2,0,0,6.0,0.1699776785714286,0.08501570210856886,0.045005313496280556,0.2701612903225806
408,1,0,0,246.4,110,182.0,98,157.6,106,12.1,2,2,1,8.0,0.17000811688311687,0.085,0.04498730964467005,0.2702479338842975
415,0,0,0,232.7,114,186.4,123,153.3,122,11.5,6,5,0,8.0,0.17000429737859907,0.08497854077253218,0.04500978473581213,0.27043478260869563
408,0,0,0,288.0,120,255.8,90,233.4,99,13.4,4,0,1,10.0,0.17,0.0849882720875684,0.04498714652956298,0.2701492537313433
415,0,1,23,170.8,145,236.7,93,294.5,100,12.7,1,1,0,11.0,0.17002341920374706,0.08500211237853825,0.04499151103565365,0.27007874015748035
415,0,0,0,216.1,114,197.5,107,217.8,104,9.8,3,1,0,7.0,0.17001388246182325,0.08501265822784809,0.04499540863177227,0.2704081632653061
415,0,0,0,138.7,100,215.4,58,164.3,98,4.9,4,2,0,9.0,0.17000720980533526,0.08500464252553389,0.04497869750456482,0.2693877551020408
510,0,0,0,210.7,112,238.7,73,253.6,90,9.2,5,3,0,9.0,0.17000474608448032,0.08500209467951403,0.04499211356466877,0.26956521739130435
415,0,0,0,181.8,117,158.1,91,266.2,123,9.7,9,0,0,9.0,0.17002200220022,0.08500948766603415,0.04500375657400451,0.2701030927835052
408,0,1,30,61.6,103,255.1,110,225.9,96,12.4,5,1,0,13.0,0.16996753246753246,0.08498627989023912,0.0450199203187251,0.2701612903225806
510,0,0,0,207.7,85,196.7,112,261.7,83,6.8,3,1,0,6.0,0.17000481463649497,0.08500254194204372,0.045013374092472296,0.2705882352941177
510,0,0,0,219.2,73,167.0,65,161.4,119,10.0,5,1,0,5.0,0.1699817518248175,0.08502994011976048,0.0449814126394052,0.27
415,0,0,0,227.0,122,258.7,111,169.7,87,8.9,1,2,0,6.0,0.17,0.0850019327406262,0.045020624631703005,0.2696629213483146
415,0,0,0,245.9,73,240.1,87,158.7,89,8.9,5,3,0,10.0,0.1699877999186661,0.08500624739691795,0.04499054820415879,0.2696629213483146
415,0,0,0,257.3,84,184.8,115,108.9,109,13.5,7,0,0,8.0,0.1699961134862029,0.08501082251082251,0.04499540863177227,0.27037037037037037
415,0,0,0,121.1,130,216.0,86,235.1,33,16.1,5,2,0,1.0,0.17002477291494633,0.08499999999999999,0.045002126754572526,0.27018633540372666
415,0,0,0,301.5,136,257.7,72,132.9,118,13.4,2,4,1,7.0,0.17001658374792702,0.0849825378346915,0.044996237772761474,0.2701492537313433
415,0,0,0,233.9,96,218.9,111,182.9,109,9.5,3,0,0,16.0,0.16998717400598545,0.08501598903608953,0.044997266265718976,0.27052631578947367
415,1,0,0,99.6,108,308.7,102,161.2,62,13.7,6,2,1,4.0,0.16997991967871487,0.08500161969549724,0.04497518610421836,0.27007299270072993
510,0,0,0,169.8,123,183.1,94,395.0,72,12.7,7,2,0,14.0,0.17002355712603062,0.08498088476242491,0.0449873417721519,0.27007874015748035
415,1,1,26,198.8,115,166.6,67,198.5,118,14.4,3,1,1,16.0,0.17002012072434605,0.08499399759903963,0.04498740554156171,0.2701388888888889
408,1,0,0,116.2,86,229.7,127,204.2,109,10.1,3,3,0,7.0,0.1699655765920826,0.08498040922942969,0.0450048971596474,0.2702970297029703
510,1,0,0,255.9,128,140.9,92,308.9,130,12.1,2,1,1,9.0,0.16998827667057445,0.08502484031227821,0.04499838135318874,0.2702479338842975
408,0,1,27,187.7,84,221.0,147,145.7,110,10.0,4,3,0,11.0,0.17000532765050613,0.08502262443438914,0.04502402196293755,0.27
408,0,1,21,195.9,91,213.9,84,88.2,111,8.6,4,0,0,13.0,0.16998468606431852,0.0849929873772791,0.04501133786848072,0.2697674418604651
415,0,0,0,129.4,97,185.4,101,204.7,106,1.1,2,2,0,12.0,0.17001545595054096,0.08500539374325781,0.04499267220322424,0.2727272727272727
510,0,1,12,221.0,108,151.0,118,179.0,80,9.0,6,2,0,10.0,0.17,0.08503311258278146,0.04502793296089386,0.27
408,0,0,0,140.5,92,186.8,96,227.0,89,9.5,5,2,0,13.0,0.17003558718861211,0.08501070663811564,0.045022026431718064,0.27052631578947367
415,1,0,0,277.9,123,155.8,112,256.9,71,9.2,10,0,1,5.0,0.16998920474991006,0.08498074454428754,0.044998053717399775,0.26956521739130435
415,0,0,0,224.9,105,250.0,101,216.1,73,6.7,5,3,1,15.0,0.1699866607381058,0.085,0.04497917630726516,0.2701492537313433
415,0,0,0,109.1,117,217.4,124,188.4,141,12.8,6,0,0,6.0,0.1700274977085243,0.08500459981600736,0.04501061571125266,0.27031249999999996
415,0,0,0,207.8,109,123.5,112,291.6,115,5.7,9,0,0,5.0,0.17001924927815204,0.08502024291497975,0.04499314128943758,0.27017543859649124
510,0,0,0,205.9,96,257.1,94,209.0,63,12.1,8,0,0,12.0,0.16998542982030113,0.08498638661999222,0.044976076555023926,0.2702479338842975
415,0,0,0,308.6,139,150.8,94,198.7,66,7.3,3,4,1,4.0,0.1699935191186001,0.0850132625994695,0.044992450931051836,0.26986301369863014
510,0,0,0,242.6,69,209.0,117,219.7,82,14.4,6,2,0,2.0,0.16999175597691674,0.08502392344497607,0.04501593081474739,0.2701388888888889
408,0,0,0,229.6,82,138.1,103,250.8,109,3.3,3,1,0,12.0,0.1699912891986063,0.08501086169442433,0.04501594896331738,0.2696969696969697
510,0,1,28,166.0,62,233.9,88,170.1,84,7.7,3,2,0,10.0,0.16999999999999998,0.08499358700299273,0.04497354497354498,0.2701298701298701
415,0,0,0,144.8,126,200.6,82,208.8,81,13.3,9,0,1,10.0,0.17002762430939225,0.0849950149551346,0.045019157088122604,0.2699248120300752
510,1,0,0,106.1,77,123.5,100,96.4,92,12.9,3,0,0,5.0,0.1700282752120641,0.08502024291497975,0.0450207468879668,0.2697674418604651
415,0,0,0,221.8,84,166.0,125,210.2,72,13.2,4,1,0,6.0,0.1700180342651037,0.08499999999999999,0.045004757373929595,0.2696969696969697
415,0,0,0,204.6,98,212.5,90,182.1,95,9.8,7,2,0,1.0,0.16999022482893453,0.08498823529411764,0.04497528830313015,0.2704081632653061
510,0,0,0,213.5,93,166.6,114,122.0,78,14.1,3,3,0,5.0,0.17002341920374706,0.08499399759903963,0.045,0.2702127659574468
415,0,1,44,152.0,95,274.9,73,162.4,121,10.0,1,2,0,8.0,0.17,0.08501273190251002,0.04501231527093596,0.27
415,1,1,29,260.8,81,163.7,112,271.7,117,17.0,6,1,1,10.0,0.1700153374233129,0.08497251069028712,0.04501288185498712,0.27
408,0,0,0,166.4,117,317.0,129,160.4,121,10.0,2,1,0,13.0,0.17001201923076922,0.08501577287066246,0.04501246882793017,0.27
415,0,0,0,177.9,83,167.3,84,223.7,142,15.2,8,0,0,7.0,0.1699831365935919,0.084997011356844,0.04501564595440322,0.26973684210526316
415,0,0,0,235.1,97,196.8,104,259.7,110,7.0,7,3,0,3.0,0.17001276052743514,0.08501016260162601,0.04501347708894879,0.26999999999999996
415,0,0,0,186.8,92,173.7,123,250.9,131,9.7,4,2,0,8.0,0.17002141327623127,0.0849740932642487,0.044998007174172974,0.2701030927835052
408,1,0,0,268.4,81,174.4,115,193.5,96,11.6,4,1,0,12.0,0.17000745156482863,0.08497706422018349,0.04501291989664083,0.26982758620689656
510,0,0,0,192.1,95,249.8,94,132.6,100,7.3,3,3,0,14.0,0.1700156168662155,0.08498799039231385,0.04502262443438914,0.26986301369863014
415,0,0,0,240.7,82,269.4,85,187.1,74,10.1,3,0,1,10.0,0.17000415454923143,0.08500371195248702,0.0450026723677178,0.2702970297029703
408,0,0,0,179.9,113,149.8,112,168.2,79,9.8,7,2,0,6.0,0.16998332406892716,0.0849799732977303,0.04500594530321047,0.2704081632653061
415,0,0,0,314.1,86,222.4,99,259.0,121,12.3,5,3,1,6.0,0.1700095510983763,0.0849820143884892,0.04501930501930502,0.26991869918699185
415,0,1,41,162.0,82,324.7,77,160.1,112,11.9,5,0,0,11.0,0.16999999999999998,0.08500153988296891,0.04497189256714554,0.26974789915966385
415,0,0,0,175.8,89,274.3,119,226.6,69,12.4,4,1,0,12.0,0.17002275312855517,0.08501640539555232,0.04501323918799647,0.2701612903225806
510,0,0,0,109.4,91,207.5,111,135.0,107,11.6,5,0,0,11.0,0.170018281535649,0.08501204819277108,0.045037037037037035,0.26982758620689656
510,0,0,0,255.1,124,230.6,110,218.0,69,8.5,5,3,1,17.0,0.17001176009408075,0.08499566348655682,0.045000000000000005,0.27058823529411763
415,1,0,0,208.7,84,173.3,88,264.7,107,8.3,3,3,0,6.0,0.17000479156684234,0.08499711482977496,0.04499433320740461,0.26987951807228916
510,0,1,20,214.6,108,96.6,82,170.7,145,7.9,5,1,0,13.0,0.1699906803355079,0.08498964803312631,0.04499121265377856,0.26962025316455696
408,0,0,0,49.2,121,143.9,136,203.0,97,12.1,13,1,0,14.0,0.16991869918699185,0.08498957609451008,0.045024630541871925,0.2702479338842975
510,0,0,0,141.3,133,134.9,96,227.5,97,11.2,3,2,0,6.0,0.16999292285916487,0.08502594514455152,0.04501098901098901,0.2696428571428572
415,0,0,0,253.2,89,237.9,114,154.3,85,9.7,7,4,0,8.0,0.16998420221169036,0.0849936948297604,0.04497731691510045,0.2701030927835052
415,0,0,0,206.0,128,198.1,71,135.9,116,13.2,3,0,0,10.0,0.17,0.08500757193336698,0.045033112582781455,0.2696969696969697
408,0,0,0,40.4,105,172.4,83,145.1,89,9.0,2,2,0,4.0,0.17004950495049506,0.0849767981438515,0.04500344589937974,0.27
408,0,0,0,291.2,104,234.2,132,191.7,87,8.9,3,1,1,11.0,0.16998626373626374,0.08501280956447481,0.045018257694314036,0.2696629213483146
415,0,1,31,71.2,58,124.7,105,155.5,108,11.7,3,0,0,16.0,0.1699438202247191,0.08500400962309543,0.04501607717041801,0.2700854700854701
510,0,0,0,261.8,69,245.0,135,202.1,94,14.7,4,0,1,5.0,0.17001527883880824,0.0850204081632653,0.044977733795150916,0.27006802721088435
510,0,0,0,191.3,134,261.5,113,182.3,111,10.0,3,1,0,10.0,0.16999477260846838,0.0850095602294455,0.04498080087767416,0.27
415,0,0,0,133.3,101,255.5,127,228.6,68,11.6,2,0,0,12.0,0.16999249812453113,0.08500978473581212,0.04501312335958005,0.26982758620689656
408,0,1,24,183.6,138,203.8,90,166.9,89,6.0,3,2,0,10.0,0.16998910675381265,0.08498527968596663,0.04499700419412822,0.27
415,0,1,30,155.2,116,195.5,50,170.1,108,15.4,6,1,0,16.0,0.16997422680412372,0.08501278772378518,0.04497354497354498,0.2701298701298701
408,0,1,28,283.1,93,185.4,98,312.8,78,6.1,8,1,0,8.0,0.17001059696220416,0.08500539374325781,0.04501278772378516,0.27049180327868855
510,0,1,50,186.5,94,178.0,106,215.6,100,12.1,4,2,0,11.0,0.17002680965147454,0.085,0.044990723562152134,0.2702479338842975
415,0,1,38,163.3,104,136.0,114,249.1,127,4.3,6,0,0,12.0,0.16999387630128598,0.085,0.045002007226013656,0.2697674418604651
510,0,0,0,203.4,125,182.9,88,213.7,121,13.8,2,1,0,7.0,0.17000983284169124,0.0850191361399672,0.045016378100140385,0.2702898550724638
415,0,1,19,178.1,110,212.8,100,226.3,123,10.0,6,1,0,10.0,0.17001684446939921,0.08500939849624059,0.04498453380468404,0.27
415,0,0,0,195.9,103,89.1,95,302.2,82,10.3,3,1,0,13.0,0.16998468606431852,0.08496071829405163,0.04500330906684315,0.2699029126213592
415,0,0,0,295.3,127,127.4,100,166.8,105,9.6,6,1,0,4.0,0.16999661361327464,0.08500784929356357,0.04502398081534772,0.26979166666666665
408,0,0,0,136.1,82,156.3,118,158.8,83,10.1,5,2,0,8.0,0.17002204261572373,0.08502879078694817,0.045025188916876575,0.2702970297029703
415,0,1,24,114.1,95,161.5,86,176.3,90,13.0,9,2,0,8.0,0.17002629272567923,0.085015479876161,0.04498014747589336,0.26999999999999996
415,0,0,0,279.1,124,180.5,108,217.5,104,9.5,11,2,1,15.0,0.17001074883554282,0.08498614958448754,0.04501149425287356,0.27052631578947367
408,0,0,0,169.3,111,139.5,69,197.0,87,12.0,3,0,0,4.0,0.16999409332545776,0.0850179211469534,0.045025380710659896,0.27
510,0,0,0,214.4,94,138.0,149,148.7,102,9.9,1,2,0,10.0,0.17000932835820898,0.085,0.04498991257565569,0.26969696969696966
415,1,0,0,255.8,125,142.7,111,181.2,101,11.7,3,0,0,8.0,0.17001563721657545,0.08500350385423967,0.04497792494481237,0.2700854700854701
408,0,0,0,148.2,71,285.1,91,166.4,155,6.2,3,2,0,7.0,0.1699730094466937,0.08498772360575237,0.04501201923076923,0.2693548387096774
415,0,0,0,119.3,93,223.9,103,211.9,122,8.7,4,2,0,10.0,0.16999161777032692,0.08499330058061635,0.04502123643227937,0.2701149425287357
408,0,1,27,192.3,137,199.9,115,244.2,112,14.8,8,1,0,13.0,0.16999479979199167,0.08499249624812405,0.04500409500409501,0.27027027027027023
510,0,0,0,245.2,91,217.2,92,243.1,128,13.9,6,0,1,11.0,0.1699836867862969,0.08499079189686926,0.045002056766762645,0.2697841726618705
408,1,0,0,216.2,106,363.7,86,126.7,123,16.9,2,5,1,11.0,0.16998149861239595,0.08498762716524609,0.04498816101026046,0.2698224852071006
408,0,0,0,172.4,114,256.6,69,235.3,104,0.0,0,2,0,13.0,0.17001160092807424,0.08499610288386593,0.045006374840628985,0.0
510,1,1,30,175.3,107,153.3,116,233.6,85,11.1,3,1,0,12.0,0.1699942954934398,0.08499673842139595,0.044991438356164384,0.2702702702702703
415,1,1,26,169.0,104,188.8,104,213.3,76,13.3,3,0,1,8.0,0.17,0.08501059322033898,0.045007032348804495,0.2699248120300752
510,0,1,27,2.6,113,254.0,102,242.7,156,9.2,5,3,0,11.0,0.1692307692307692,0.085,0.0449938195302843,0.26956521739130435
415,0,0,0,184.1,143,211.7,105,243.0,116,9.9,2,1,0,9.0,0.17001629549158068,0.08497874350495985,0.04497942386831275,0.26969696969696966
415,0,0,0,181.9,90,151.5,87,143.0,100,7.5,3,1,0,7.0,0.16998350742166027,0.08501650165016503,0.04503496503496504,0.27066666666666667
510,0,1,9,160.1,116,210.0,121,139.1,65,10.8,9,0,0,8.0,0.17001873828856964,0.085,0.045003594536304814,0.27037037037037037
510,0,0,0,189.8,122,173.7,85,257.1,84,10.3,1,0,0,14.0,0.17002107481559536,0.0849740932642487,0.045001944768572534,0.2699029126213592
415,0,0,0,223.2,142,216.5,114,214.7,111,12.4,2,1,0,2.0,0.1699820788530466,0.08498845265588914,0.044993013507219376,0.2701612903225806
408,0,1,31,216.0,94,225.1,123,234.7,109,10.7,1,2,0,12.0,0.16999999999999998,0.08498445135495335,0.04499360886237751,0.27009345794392525
415,0,0,0,198.5,124,266.6,100,243.3,80,8.0,7,2,0,8.0,0.17002518891687657,0.08499624906226556,0.04500616522811344,0.27
408,0,0,0,159.5,115,195.4,118,102.4,86,7.1,7,1,0,3.0,0.17003134796238245,0.08500511770726714,0.04501953125,0.27042253521126763
408,0,1,40,105.0,78,180.6,100,174.1,115,10.2,2,2,1,5.0,0.17,0.08499446290143965,0.04497415278575532,0.26960784313725494
415,0,0,0,204.5,108,162.4,110,155.0,102,13.4,1,3,0,9.0,0.17002444987775062,0.08497536945812809,0.045032258064516134,0.2701492537313433
408,0,0,0,274.0,92,231.8,82,283.6,83,6.2,1,0,1,12.0,0.16999999999999998,0.08498705780845556,0.04499294781382228,0.2693548387096774
510,0,0,0,158.7,84,181.7,91,177.3,67,7.7,10,2,0,10.0,0.17000630119722748,0.08497523390203633,0.045008460236886635,0.2701298701298701
415,0,0,0,229.9,116,202.4,110,171.4,105,14.2,6,1,0,8.0,0.16998695084819485,0.08498023715415019,0.04498249708284714,0.26971830985915496
510,0,0,0,137.8,97,187.7,118,146.4,85,8.7,6,1,0,16.0,0.17002902757619737,0.08497602557272244,0.04501366120218579,0.2701149425287357
415,0,0,0,179.4,94,270.4,92,191.0,88,7.9,4,0,0,11.0,0.17001114827201783,0.08498520710059172,0.044973821989528796,0.26962025316455696
408,0,1,39,139.3,101,178.3,117,246.5,104,8.1,1,3,0,5.0,0.16999282124910264,0.08502523836231071,0.04498985801217038,0.27037037037037037
415,0,0,0,7.8,86,171.4,100,186.5,80,12.9,2,2,0,11.0,0.17051282051282052,0.08500583430571762,0.04498659517426274,0.2697674418604651
415,0,1,23,183.1,88,147.4,89,350.2,108,11.3,7,1,0,8.0,0.17001638448935008,0.0850067842605156,0.045002855511136496,0.26991150442477874
415,0,0,0,206.9,79,262.4,117,149.3,69,10.7,3,0,0,9.0,0.16998550024166265,0.08498475609756098,0.0450100468854655,0.27009345794392525
415,0,0,0,140.0,106,153.7,101,50.1,87,12.5,1,2,0,10.0,0.17,0.08497072218607678,0.04491017964071856,0.2704
